city,county,state,lat,lng
Mesa Verde Estates,Yavapai,AZ,-111.8601516,34.5847464
Granite Basin Summer Homes,Yavapai,AZ,-112.554061,34.6133569
Rancho Vista Estates,Yavapai,AZ,-112.509337,34.5230798
Gillette (Ruins),Yavapai,AZ,-112.163502,34.0189228
Fort Whipple,Yavapai,AZ,-112.4526688,34.5547464
Yava,Yavapai,AZ,-112.890462,34.4719677
Verde,Yavapai,AZ,-111.9948785,34.7161325
Fort River Caves,Yavapai,AZ,-111.8470955,34.5680801
Ponderosa Park,Yavapai,AZ,-112.487392,34.4714137
Blue Hills Farms,Yavapai,AZ,-112.2965531,34.5208585
Mack,Yavapai,AZ,-112.2871131,34.9602968
Mayer,Yavapai,AZ,-112.2362734,34.3978054
Seligman,Yavapai,AZ,-112.8763077,35.3268815
Congress,Yavapai,AZ,-112.8507374,34.162526
Congress Junction,Yavapai,AZ,-112.8449039,34.1628038
Crookton,Yavapai,AZ,-112.7079563,35.2952858
Bagdad,Yavapai,AZ,-113.1747594,34.5718144
Bignotti,Yavapai,AZ,-111.950155,34.6772444
Cordes Junction,Yavapai,AZ,-112.1216956,34.3289024
Jordan,Yavapai,AZ,-111.9057098,34.6902995
Ferguson Place Windmill,Yavapai,AZ,-112.7335114,34.346692
McGuireville,Yavapai,AZ,-111.8170959,34.6380783
Fort Misery,Yavapai,AZ,-112.3669314,34.1405572
Cornville,Yavapai,AZ,-111.9215438,34.7177989
Rimrock,Yavapai,AZ,-111.7848411,34.6450394
Miller Valley,Yavapai,AZ,-112.4760028,34.5530797
Wildwood Estates,Yavapai,AZ,-112.508226,34.5741906
Baldwins Crossing,Yavapai,AZ,-111.8076555,34.8239074
Yavapai Hills,Yavapai,AZ,-112.3835003,34.5616911
Deering Park Estates,Yavapai,AZ,-112.5662835,34.5361353
Nelson,Yavapai,AZ,-113.3202086,35.5141597
Constellation,Yavapai,AZ,-112.5823965,34.0633634
Potato Patch,Yavapai,AZ,-112.4144924,34.4301216
Hawkins,Yavapai,AZ,-112.9024064,34.2672463
Red Rock,Yavapai,AZ,-111.8165445,34.8255741
Baldwin Place,Yavapai,AZ,-112.4854482,34.2855832
Octave,Yavapai,AZ,-112.6898991,34.1416945
Diamond Valley,Yavapai,AZ,-112.3751667,34.56808
Wood Trap,Yavapai,AZ,-112.7996252,34.6078007
Bradshaw City,Yavapai,AZ,-112.355722,34.1966968
Whipple,Yavapai,AZ,-112.4496132,34.5566909
Lehman Mill,Yavapai,AZ,-112.4623929,34.095864
Mountain View Estates,Yavapai,AZ,-111.8382058,34.5375252
Arcosanti,Yavapai,AZ,-112.1006307,34.3427822
Oak Knoll Village,Yavapai,AZ,-112.4446129,34.5153023
Paxton Place,Yavapai,AZ,-112.4846155,34.1722515
Cleator,Yavapai,AZ,-112.2329398,34.2786409
Clemenceau,Yavapai,AZ,-112.0265462,34.7319656
Spring Valley,Yavapai,AZ,-112.1590486,34.3450288
Kirkland,Yavapai,AZ,-112.7121218,34.4175251
Clarkdale,Yavapai,AZ,-112.0579367,34.7711319
Stanton,Yavapai,AZ,-112.7293446,34.1653048
Yarnell,Yavapai,AZ,-112.7461411,34.2220666
Big Reef Mill,Yavapai,AZ,-112.484894,33.9647546
Cedar Mill,Yavapai,AZ,-111.9965437,34.4719716
Glen Oaks,Yavapai,AZ,-112.5485052,34.4430807
Castle Hot Springs,Yavapai,AZ,-112.3619377,33.9821165
Walker,Yavapai,AZ,-112.3782221,34.455859
Flores,Yavapai,AZ,-112.8215694,34.0625279
Tres Rios,Yavapai,AZ,-111.8482066,34.5639135
Ash Fork,Yavapai,AZ,-112.4840675,35.2250114
Walnut Grove,Yavapai,AZ,-112.5485058,34.2830827
Dugas,Yavapai,AZ,-111.978487,34.3619734
East Fort,Yavapai,AZ,-112.255163,34.1636425
Jordan Meadows,Yavapai,AZ,-111.8659845,34.5408586
Williamson,Yavapai,AZ,-112.5410052,34.690023
Pica,Yavapai,AZ,-113.1378915,35.4574634
South Fort,Yavapai,AZ,-112.2671079,34.1466982
Paulden,Yavapai,AZ,-112.4682271,34.8855757
Chilean Mill,Yavapai,AZ,-112.3932235,34.1511415
Wingfield,Yavapai,AZ,-111.8495948,34.5211368
Paradise Acres,Yavapai,AZ,-111.8495951,34.536692
Ocotillo,Yavapai,AZ,-112.2018278,34.3636394
Juniper Heights,Yavapai,AZ,-112.4629467,34.5216911
Kirkland Junction,Yavapai,AZ,-112.6651758,34.3691922
Rush Place Windmill,Yavapai,AZ,-112.6107299,34.2761377
Sand Mill,Yavapai,AZ,-112.7440671,34.0778061
Bear,Yavapai,AZ,-112.2473898,34.9425194
Wilhoit,Yavapai,AZ,-112.5868398,34.4258586
Smelter City,Yavapai,AZ,-111.9962676,34.739743
Verde River Meadows One,Yavapai,AZ,-111.8709853,34.582802
Hillside,Yavapai,AZ,-112.9171296,34.4183566
Grand View,Yavapai,AZ,-112.823237,34.4197464
Skull Valley,Yavapai,AZ,-112.6854541,34.5053024
Clear Creek,Yavapai,AZ,-111.8178276,34.5214135
Security Acres,Yavapai,AZ,-111.8645957,34.5508583
Castle Canyon Mesa,Yavapai,AZ,-112.3557219,34.5908576
Casa Rosa,Yavapai,AZ,-112.3357212,33.9475335
Lapham,Yavapai,AZ,-112.4021126,34.1805855
Cherry,Yavapai,AZ,-112.0418236,34.5880802
Rock Springs,Yavapai,AZ,-112.1495004,34.047766
Audley,Yavapai,AZ,-113.0390811,35.4016665
Lake Montezuma,Yavapai,AZ,-111.7779282,34.6322449
Centerville,Yavapai,AZ,-112.0565475,34.7597432
Wagoner,Yavapai,AZ,-112.5357279,34.2136393
Cordes Lakes,Yavapai,AZ,-112.1034912,34.3078074
Prescott Valley,Yavapai,AZ,-112.315721,34.6100243
Willow Spring,Yavapai,AZ,-112.863239,34.6700217
Fort Verde Estates,Yavapai,AZ,-111.8568175,34.5405808
Camp Verde,Yavapai,AZ,-111.854317,34.5636358
Cordes,Yavapai,AZ,-112.1668266,34.3033628
Bridgeport,Yavapai,AZ,-111.9965452,34.7214101
Jerome,Yavapai,AZ,-112.1137716,34.7489107
Minnehaha,Yavapai,AZ,-112.4073906,34.1633634
Peeples Valley,Yavapai,AZ,-112.7271223,34.2689145
Sedona,Yavapai,AZ,-111.8137097,34.8629426
Cottonwood,Yavapai,AZ,-112.009793,34.739489
Buffalo Ranch,Yavapai,AZ,-112.3605144,34.4845126
Bumble Bee,Yavapai,AZ,-112.1529388,34.2012374
Camp Verde,Yavapai,AZ,-111.8932419,34.6212498
Dewey-Humboldt,Yavapai,AZ,-112.2425051,34.5032243
Reddells Ranch Acres,Yuma,AZ,-111.8632071,34.5722467
Mint,Yuma,AZ,-112.5723952,34.7028006
Crown King,Yuma,AZ,-112.3384991,34.2055857
Black Canyon City,Yuma,AZ,-112.1507149,34.0708665
Breezy Pines,Yuma,AZ,-112.3546103,34.438915
Chino Valley,Yuma,AZ,-112.45378,34.7575227
Glen Ilah,Yuma,AZ,-112.7580445,34.2148853
Groom Creek,Yuma,AZ,-112.4312792,34.4755807
Iron Springs,Yuma,AZ,-112.5698948,34.584746
Apron Crossing,Yuma,AZ,-113.0476903,34.483355
Dandrea,Yuma,AZ,-112.3768333,34.3647494
McNary Place,Yuma,AZ,-112.4910039,34.2961385
Hecla,Yuma,AZ,-112.1215479,34.5380811
Forbing Park,Yuma,AZ,-112.4957256,34.5655796
Pioneer Acres,Yuma,AZ,-111.843762,34.5597469
Tapco,Yuma,AZ,-112.0468257,34.7947424
Country Estates,Yuma,AZ,-111.8498729,34.5375253
Middle Verde,Yuma,AZ,-111.8915419,34.6200234
Drake,Yuma,AZ,-112.376282,34.9814072
Piedmont,Yuma,AZ,-112.864163,34.238641
Perkinsville,Yuma,AZ,-112.1925763,34.9018531
Stringfield,Yuma,AZ,-112.5565613,34.695023
Prescott,Yuma,AZ,-112.468761,34.5399962
Pinaveta,Yuma,AZ,-112.5729566,35.2272333
Aultman,Yuma,AZ,-111.9143202,34.6164125
Humbug,Yuma,AZ,-112.3231279,34.054443
Yampai,Yuma,AZ,-113.2004805,35.489439
Mesa Verde Estates,Yuma,AZ,-111.8601516,34.5847464
Granite Basin Summer Homes,Yuma,AZ,-112.554061,34.6133569
Rancho Vista Estates,Yuma,AZ,-112.509337,34.5230798
Gillette (Ruins),Yuma,AZ,-112.163502,34.0189228
Fort Whipple,Yuma,AZ,-112.4526688,34.5547464
Yava,Yuma,AZ,-112.890462,34.4719677
Verde,Yuma,AZ,-111.9948785,34.7161325
Fort River Caves,Yuma,AZ,-111.8470955,34.5680801
Ponderosa Park,Yuma,AZ,-112.487392,34.4714137
Blue Hills Farms,Yuma,AZ,-112.2965531,34.5208585
Mack,Yuma,AZ,-112.2871131,34.9602968
Mayer,Yuma,AZ,-112.2362734,34.3978054
Seligman,Yuma,AZ,-112.8763077,35.3268815
Congress,Yuma,AZ,-112.8507374,34.162526
Congress Junction,Yuma,AZ,-112.8449039,34.1628038
Crookton,Yuma,AZ,-112.7079563,35.2952858
Bagdad,Yuma,AZ,-113.1747594,34.5718144
Bignotti,Yuma,AZ,-111.950155,34.6772444
Cordes Junction,Yuma,AZ,-112.1216956,34.3289024
Jordan,Yuma,AZ,-111.9057098,34.6902995
Ferguson Place Windmill,Yuma,AZ,-112.7335114,34.346692
McGuireville,Yuma,AZ,-111.8170959,34.6380783
Fort Misery,Yuma,AZ,-112.3669314,34.1405572
Cornville,Yuma,AZ,-111.9215438,34.7177989
Rimrock,Yuma,AZ,-111.7848411,34.6450394
Miller Valley,Yuma,AZ,-112.4760028,34.5530797
Wildwood Estates,Yuma,AZ,-112.508226,34.5741906
Baldwins Crossing,Yuma,AZ,-111.8076555,34.8239074
Yavapai Hills,Yuma,AZ,-112.3835003,34.5616911
Deering Park Estates,Yuma,AZ,-112.5662835,34.5361353
Nelson,Yuma,AZ,-113.3202086,35.5141597
Constellation,Yuma,AZ,-112.5823965,34.0633634
Potato Patch,Yuma,AZ,-112.4144924,34.4301216
Hawkins,Yuma,AZ,-112.9024064,34.2672463
Red Rock,Yuma,AZ,-111.8165445,34.8255741
Baldwin Place,Yuma,AZ,-112.4854482,34.2855832
Octave,Yuma,AZ,-112.6898991,34.1416945
Diamond Valley,Yuma,AZ,-112.3751667,34.56808
Wood Trap,Yuma,AZ,-112.7996252,34.6078007
Bradshaw City,Yuma,AZ,-112.355722,34.1966968
Whipple,Yuma,AZ,-112.4496132,34.5566909
Lehman Mill,Yuma,AZ,-112.4623929,34.095864
Mountain View Estates,Yuma,AZ,-111.8382058,34.5375252
Arcosanti,Yuma,AZ,-112.1006307,34.3427822
Oak Knoll Village,Yuma,AZ,-112.4446129,34.5153023
Paxton Place,Yuma,AZ,-112.4846155,34.1722515
Cleator,Yuma,AZ,-112.2329398,34.2786409
Clemenceau,Yuma,AZ,-112.0265462,34.7319656
Spring Valley,Yuma,AZ,-112.1590486,34.3450288
Kirkland,Yuma,AZ,-112.7121218,34.4175251
Clarkdale,Yuma,AZ,-112.0579367,34.7711319
Stanton,Yuma,AZ,-112.7293446,34.1653048
Yarnell,Yuma,AZ,-112.7461411,34.2220666
Big Reef Mill,Yuma,AZ,-112.484894,33.9647546
Cedar Mill,Yuma,AZ,-111.9965437,34.4719716
Glen Oaks,Yuma,AZ,-112.5485052,34.4430807
Castle Hot Springs,Yuma,AZ,-112.3619377,33.9821165
Walker,Yuma,AZ,-112.3782221,34.455859
Flores,Yuma,AZ,-112.8215694,34.0625279
Tres Rios,Yuma,AZ,-111.8482066,34.5639135
Ash Fork,Yuma,AZ,-112.4840675,35.2250114
Walnut Grove,Yuma,AZ,-112.5485058,34.2830827
Dugas,Yuma,AZ,-111.978487,34.3619734
East Fort,Yuma,AZ,-112.255163,34.1636425
Jordan Meadows,Yuma,AZ,-111.8659845,34.5408586
Williamson,Yuma,AZ,-112.5410052,34.690023
Pica,Yuma,AZ,-113.1378915,35.4574634
South Fort,Yuma,AZ,-112.2671079,34.1466982
Paulden,Yuma,AZ,-112.4682271,34.8855757
Chilean Mill,Yuma,AZ,-112.3932235,34.1511415
Wingfield,Yuma,AZ,-111.8495948,34.5211368
Paradise Acres,Yuma,AZ,-111.8495951,34.536692
Ocotillo,Yuma,AZ,-112.2018278,34.3636394
Juniper Heights,Yuma,AZ,-112.4629467,34.5216911
Kirkland Junction,Yuma,AZ,-112.6651758,34.3691922
Rush Place Windmill,Yuma,AZ,-112.6107299,34.2761377
Sand Mill,Yuma,AZ,-112.7440671,34.0778061
Bear,Yuma,AZ,-112.2473898,34.9425194
Wilhoit,Yuma,AZ,-112.5868398,34.4258586
Smelter City,Yuma,AZ,-111.9962676,34.739743
Verde River Meadows One,Yuma,AZ,-111.8709853,34.582802
Hillside,Yuma,AZ,-112.9171296,34.4183566
Grand View,Yuma,AZ,-112.823237,34.4197464
Skull Valley,Yuma,AZ,-112.6854541,34.5053024
Clear Creek,Yuma,AZ,-111.8178276,34.5214135
Security Acres,Yuma,AZ,-111.8645957,34.5508583
Castle Canyon Mesa,Yuma,AZ,-112.3557219,34.5908576
Casa Rosa,Yuma,AZ,-112.3357212,33.9475335
Lapham,Yuma,AZ,-112.4021126,34.1805855
Cherry,Yuma,AZ,-112.0418236,34.5880802
Rock Springs,Yuma,AZ,-112.1495004,34.047766
Audley,Yuma,AZ,-113.0390811,35.4016665
Lake Montezuma,Yuma,AZ,-111.7779282,34.6322449
Centerville,Yuma,AZ,-112.0565475,34.7597432
Wagoner,Yuma,AZ,-112.5357279,34.2136393
Cordes Lakes,Yuma,AZ,-112.1034912,34.3078074
Prescott Valley,Yuma,AZ,-112.315721,34.6100243
Willow Spring,Yuma,AZ,-112.863239,34.6700217
Fort Verde Estates,Yuma,AZ,-111.8568175,34.5405808
Camp Verde,Yuma,AZ,-111.854317,34.5636358
Cordes,Yuma,AZ,-112.1668266,34.3033628
Bridgeport,Yuma,AZ,-111.9965452,34.7214101
Jerome,Yuma,AZ,-112.1137716,34.7489107
Minnehaha,Yuma,AZ,-112.4073906,34.1633634
Peeples Valley,Yuma,AZ,-112.7271223,34.2689145
Sedona,Yuma,AZ,-111.8137097,34.8629426
Cottonwood,Yuma,AZ,-112.009793,34.739489
Buffalo Ranch,Yuma,AZ,-112.3605144,34.4845126
Bumble Bee,Yuma,AZ,-112.1529388,34.2012374
Camp Verde,Yuma,AZ,-111.8932419,34.6212498
Dewey-Humboldt,Yuma,AZ,-112.2425051,34.5032243
