zip,county,state,lat,lng
33322,Broward,FL,26.14997,-80.27429
33323,Broward,FL,26.14988,-80.32222
33324,Broward,FL,26.11205,-80.27469
33325,Broward,FL,26.11032,-80.32261
33326,Broward,FL,26.11033,-80.37403
33327,Broward,FL,26.24429,-80.39267
33328,Broward,FL,26.06673,-80.27301
33330,Broward,FL,26.06034,-80.32333
33331,Broward,FL,26.0587,-80.36989
33332,Broward,FL,26.03825,-80.44352
33334,Broward,FL,26.18316,-80.13456
33351,Broward,FL,26.17938,-80.27463
33388,Broward,FL,26.11715,-80.25409
33401,Palm Beach,FL,26.71805,-80.0685
33403,Palm Beach,FL,26.8032,-80.07562
33404,Palm Beach,FL,26.78248,-80.06567
33405,Palm Beach,FL,26.66774,-80.0584
33406,Palm Beach,FL,26.66503,-80.09093
33407,Palm Beach,FL,26.75841,-80.09195
33408,Palm Beach,FL,26.84115,-80.05677
33409,Palm Beach,FL,26.7161,-80.0965
33410,Palm Beach,FL,26.84629,-80.08823
33411,Palm Beach,FL,26.71517,-80.20305
33412,Palm Beach,FL,26.80561,-80.21557
33413,Palm Beach,FL,26.66397,-80.1553
33414,Palm Beach,FL,26.64829,-80.24943
33415,Palm Beach,FL,26.66002,-80.12742
33417,Palm Beach,FL,26.71994,-80.12495
33418,Palm Beach,FL,26.86077,-80.16641
33426,Palm Beach,FL,26.53359,-80.08295
33428,Palm Beach,FL,26.35054,-80.22792
33428,Broward,FL,26.35054,-80.22792
33430,Palm Beach,FL,26.61415,-80.57952
33431,Palm Beach,FL,26.37996,-80.1028
33432,Palm Beach,FL,26.34546,-80.0838
33433,Palm Beach,FL,26.34706,-80.15919
33434,Palm Beach,FL,26.38139,-80.16913
33435,Palm Beach,FL,26.52565,-80.06297
33436,Palm Beach,FL,26.52423,-80.10758
33437,Palm Beach,FL,26.51164,-80.14917
33438,Martin,FL,26.95443,-80.56524
33438,Palm Beach,FL,26.95443,-80.56524
33440,Hendry,FL,26.54065,-81.04325
33440,Palm Beach,FL,26.54065,-81.04325
33441,Broward,FL,26.31096,-80.09885
33442,Broward,FL,26.31012,-80.14503
33444,Palm Beach,FL,26.45781,-80.08002
33445,Palm Beach,FL,26.4548,-80.1063
33446,Palm Beach,FL,26.45444,-80.18353
33449,Palm Beach,FL,26.59272,-80.2339
33455,Martin,FL,27.05748,-80.1703
33458,Palm Beach,FL,26.93477,-80.12906
33458,Martin,FL,26.93477,-80.12906
33460,Palm Beach,FL,26.61872,-80.05527
33461,Palm Beach,FL,26.61936,-80.09048
33462,Palm Beach,FL,26.58027,-80.07337
33463,Palm Beach,FL,26.59508,-80.12968
33467,Palm Beach,FL,26.59472,-80.17567
33469,Martin,FL,26.98275,-80.1092
33469,Palm Beach,FL,26.98275,-80.1092
33470,Palm Beach,FL,26.7832,-80.38063
33471,Glades,FL,26.9105,-81.19754
33472,Palm Beach,FL,26.53974,-80.18903
33473,Palm Beach,FL,26.50328,-80.19225
33476,Palm Beach,FL,26.80109,-80.65305
33477,Palm Beach,FL,26.91401,-80.0799
33478,Palm Beach,FL,26.93788,-80.26298
33478,Martin,FL,26.93788,-80.26298
33480,Palm Beach,FL,26.69796,-80.04075
33483,Palm Beach,FL,26.46157,-80.0638
33484,Palm Beach,FL,26.45432,-80.13434
33486,Palm Beach,FL,26.34729,-80.11449
33487,Palm Beach,FL,26.40991,-80.09169
33493,Palm Beach,FL,26.47559,-80.72306
33496,Palm Beach,FL,26.40887,-80.16139
33498,Palm Beach,FL,26.39529,-80.21982
33503,Hillsborough,FL,27.76375,-82.27425
33510,Hillsborough,FL,27.95564,-82.29986
33511,Hillsborough,FL,27.9099,-82.29405
33513,Sumter,FL,28.66849,-82.17143
33514,Sumter,FL,28.65771,-81.99886
33521,Sumter,FL,28.79788,-82.0752
33523,Pasco,FL,28.41787,-82.26476
33523,Hernando,FL,28.41787,-82.26476
33525,Pasco,FL,28.33503,-82.18383
33527,Hillsborough,FL,27.97571,-82.2138
33530,Hillsborough,FL,27.90773,-82.17236
33534,Hillsborough,FL,27.82273,-82.37505
33538,Sumter,FL,28.84679,-82.18218
33540,Pasco,FL,28.21936,-82.14866
33540,Hillsborough,FL,28.21936,-82.14866
33541,Pasco,FL,28.23029,-82.22073
33542,Pasco,FL,28.23562,-82.17708
33543,Pasco,FL,28.20279,-82.30503
33544,Pasco,FL,28.25132,-82.37039
33545,Pasco,FL,28.26578,-82.28832
33547,Hillsborough,FL,27.77239,-82.13665
33547,Polk,FL,27.77239,-82.13665
33548,Hillsborough,FL,28.13788,-82.48184
33548,Pasco,FL,28.13788,-82.48184
33549,Hillsborough,FL,28.1392,-82.44624
33549,Pasco,FL,28.1392,-82.44624
33550,Hillsborough,FL,27.97956,-82.30698
33556,Hillsborough,FL,28.17029,-82.59264
33556,Pasco,FL,28.17029,-82.59264
33558,Hillsborough,FL,28.15871,-82.51597
33558,Pasco,FL,28.15871,-82.51597
33559,Hillsborough,FL,28.15788,-82.41007
33559,Pasco,FL,28.15788,-82.41007
33563,Hillsborough,FL,28.01694,-82.12544
33565,Hillsborough,FL,28.08858,-82.15595
33566,Hillsborough,FL,27.99241,-82.1172
33567,Hillsborough,FL,27.92159,-82.1217
33569,Hillsborough,FL,27.84429,-82.29069
33570,Hillsborough,FL,27.69354,-82.45861
33572,Hillsborough,FL,27.7659,-82.39999
33573,Hillsborough,FL,27.72179,-82.36
33574,Pasco,FL,28.33811,-82.257
33576,Pasco,FL,28.32472,-82.31682
33578,Hillsborough,FL,27.86187,-82.34775
33579,Hillsborough,FL,27.79585,-82.28376
33584,Hillsborough,FL,28.00637,-82.28959
33585,Sumter,FL,28.74089,-82.03347
33592,Hillsborough,FL,28.10087,-82.28698
33594,Hillsborough,FL,27.94081,-82.24207
33596,Hillsborough,FL,27.88765,-82.23591
33597,Sumter,FL,28.52675,-82.08613
33597,Hernando,FL,28.52675,-82.08613
33597,Pasco,FL,28.52675,-82.08613
33598,Hillsborough,FL,27.69531,-82.29025
33598,Manatee,FL,27.69531,-82.29025
33602,Hillsborough,FL,27.95371,-82.45675
33603,Hillsborough,FL,27.98526,-82.46458
33604,Hillsborough,FL,28.01686,-82.45519
33605,Hillsborough,FL,27.95121,-82.42924
33606,Hillsborough,FL,27.93209,-82.46493
33607,Hillsborough,FL,27.96677,-82.51408
33609,Hillsborough,FL,27.94307,-82.51108
33610,Hillsborough,FL,27.9972,-82.38015
33611,Hillsborough,FL,27.89059,-82.50632
33612,Hillsborough,FL,28.05071,-82.451
33613,Hillsborough,FL,28.08344,-82.44873
33614,Hillsborough,FL,28.00619,-82.50598
33615,Hillsborough,FL,28.00546,-82.58144
33616,Hillsborough,FL,27.86712,-82.5287
33617,Hillsborough,FL,28.03893,-82.39327
33618,Hillsborough,FL,28.07313,-82.49781
33619,Hillsborough,FL,27.93536,-82.37841
33620,Hillsborough,FL,28.06112,-82.41172
33621,Hillsborough,FL,27.8436,-82.50089
33624,Hillsborough,FL,28.07903,-82.52608
33625,Hillsborough,FL,28.06807,-82.56016
33626,Hillsborough,FL,28.06256,-82.61526
33629,Hillsborough,FL,27.92181,-82.51007
33634,Hillsborough,FL,28.00769,-82.54614
33635,Hillsborough,FL,28.02408,-82.61882
33637,Hillsborough,FL,28.04715,-82.36118
33647,Hillsborough,FL,28.13401,-82.36017
33701,Pinellas,FL,27.7705,-82.63566
33702,Pinellas,FL,27.84567,-82.63251
33703,Pinellas,FL,27.81756,-82.62433
33704,Pinellas,FL,27.79666,-82.63292
33705,Pinellas,FL,27.73641,-82.64265
33706,Pinellas,FL,27.74396,-82.75014
33707,Pinellas,FL,27.74913,-82.72293
33708,Pinellas,FL,27.81192,-82.7933
33709,Pinellas,FL,27.81721,-82.73075
33710,Pinellas,FL,27.7898,-82.73069
33711,Pinellas,FL,27.73884,-82.68845
33712,Pinellas,FL,27.73719,-82.66535
33713,Pinellas,FL,27.78882,-82.67753
33714,Pinellas,FL,27.81696,-82.67794
33715,Pinellas,FL,27.66323,-82.72214
33716,Pinellas,FL,27.8774,-82.65119
33744,Pinellas,FL,27.8084,-82.77451
33755,Pinellas,FL,27.9793,-82.78007
33756,Pinellas,FL,27.94421,-82.79216
33759,Pinellas,FL,27.98095,-82.7145
33760,Pinellas,FL,27.90535,-82.71389
33761,Pinellas,FL,28.03103,-82.72511
33762,Pinellas,FL,27.89685,-82.67946
33763,Pinellas,FL,28.00298,-82.74347
33764,Pinellas,FL,27.93679,-82.7424
33765,Pinellas,FL,27.97452,-82.74419
33767,Pinellas,FL,27.97022,-82.82329
33770,Pinellas,FL,27.91477,-82.8035
33771,Pinellas,FL,27.90585,-82.7583
33772,Pinellas,FL,27.84286,-82.79666
33773,Pinellas,FL,27.88156,-82.75594
33774,Pinellas,FL,27.88275,-82.8278
33776,Pinellas,FL,27.84975,-82.82634
33777,Pinellas,FL,27.85257,-82.76026
33778,Pinellas,FL,27.88266,-82.79843
33781,Pinellas,FL,27.83861,-82.71512
33782,Pinellas,FL,27.85964,-82.70901
33785,Pinellas,FL,27.88559,-82.84425
33786,Pinellas,FL,27.92385,-82.83635
33801,Polk,FL,28.0401,-81.8947
33803,Polk,FL,28.00887,-81.93604
33805,Polk,FL,28.09829,-81.91279
33809,Polk,FL,28.20291,-81.96597
33809,Pasco,FL,28.20291,-81.96597
33810,Polk,FL,28.13027,-82.03989
33810,Hillsborough,FL,28.13027,-82.03989
33811,Polk,FL,27.97933,-82.01866
33812,Polk,FL,27.97262,-81.89304
33813,Polk,FL,27.94789,-81.92701
33815,Polk,FL,28.04067,-81.99634
33823,Polk,FL,28.09041,-81.81267
33825,Highlands,FL,27.62704,-81.44343
33825,Polk,FL,27.62704,-81.44343
33827,Polk,FL,27.81445,-81.51484
33830,Polk,FL,27.88234,-81.80565
33834,Hardee,FL,27.62778,-81.92115
33834,Polk,FL,27.62778,-81.92115
33835,Polk,FL,27.78829,-81.97256
33837,Polk,FL,28.19012,-81.59163
33838,Polk,FL,28.01851,-81.60956
33839,Polk,FL,27.97481,-81.75365
33840,Polk,FL,28.00915,-81.90506
33841,Polk,FL,27.7381,-81.7674
33843,Polk,FL,27.73131,-81.5108
33844,Polk,FL,28.08616,-81.58717
33847,Polk,FL,27.80864,-81.82381
33848,Osceola,FL,28.27594,-81.50824
33849,Polk,FL,28.21613,-82.07414
33849,Pasco,FL,28.21613,-82.07414
33850,Polk,FL,28.11886,-81.73191
33851,Polk,FL,28.04439,-81.62677
33852,Highlands,FL,27.25904,-81.37844
33853,Polk,FL,27.90023,-81.58556
33854,Polk,FL,27.85608,-81.41033
33855,Polk,FL,27.79104,-81.35971
33856,Polk,FL,27.85648,-81.42828
33857,Highlands,FL,27.35647,-81.16517
33858,Polk,FL,28.24506,-81.55832
33858,Osceola,FL,28.24506,-81.55832
33859,Polk,FL,27.88428,-81.63106
33860,Polk,FL,27.8056,-81.99511
33860,Hillsborough,FL,27.8056,-81.99511
33865,Hardee,FL,27.42944,-81.96262
33865,DeSoto,FL,27.42944,-81.96262
33867,Polk,FL,27.78249,-81.20136
33867,Osceola,FL,27.78249,-81.20136
33868,Polk,FL,28.25882,-81.84769
33870,Highlands,FL,27.50571,-81.36071
33872,Highlands,FL,27.50911,-81.53147
33873,Hardee,FL,27.56181,-81.77855
33875,Highlands,FL,27.41813,-81.49198
33876,Highlands,FL,27.4269,-81.35086
33877,Polk,FL,27.98766,-81.61985
33880,Polk,FL,27.9914,-81.77448
33881,Polk,FL,28.05439,-81.70081
33884,Polk,FL,27.97669,-81.67653
33890,Hardee,FL,27.4558,-81.68354
33896,Osceola,FL,28.24663,-81.57526
33896,Polk,FL,28.24663,-81.57526
33897,Polk,FL,28.28088,-81.69533
33897,Osceola,FL,28.28088,-81.69533
33898,Polk,FL,27.83946,-81.34943
33898,Osceola,FL,27.83946,-81.34943
33901,Lee,FL,26.62304,-81.88228
33903,Lee,FL,26.68217,-81.90688
33904,Lee,FL,26.57601,-81.94536
33905,Lee,FL,26.66873,-81.76166
33907,Lee,FL,26.56447,-81.87171
33908,Lee,FL,26.48857,-81.91319
33909,Lee,FL,26.72032,-81.96443
33912,Lee,FL,26.53288,-81.82502
33913,Lee,FL,26.51718,-81.69712
33914,Lee,FL,26.57052,-82.01944
33916,Lee,FL,26.63998,-81.84104
33917,Lee,FL,26.75403,-81.84779
33917,Charlotte,FL,26.75403,-81.84779
33919,Lee,FL,26.55607,-81.90388
33920,Lee,FL,26.72903,-81.6529
33921,Lee,FL,26.77919,-82.25386
33921,Charlotte,FL,26.77919,-82.25386
33922,Lee,FL,26.66476,-82.15897
33924,Lee,FL,26.54521,-82.19832
33928,Lee,FL,26.43545,-81.71002
33930,Hendry,FL,26.55916,-81.40069
33931,Lee,FL,26.44036,-81.90974
33935,Hendry,FL,26.75692,-81.41966
33935,Glades,FL,26.75692,-81.41966
33936,Hendry,FL,26.6292,-81.5602
33936,Lee,FL,26.6292,-81.5602
33944,Glades,FL,26.97163,-81.36924
33946,Charlotte,FL,26.853,-82.26958
33947,Charlotte,FL,26.89015,-82.27184
33948,Charlotte,FL,26.98411,-82.15126
33950,Charlotte,FL,26.91166,-82.04009
33952,Charlotte,FL,26.99008,-82.0972
33953,Charlotte,FL,26.99991,-82.21222
33954,Charlotte,FL,27.02506,-82.12167
33955,Charlotte,FL,26.82528,-81.97007
33955,Lee,FL,26.82528,-81.97007
33956,Lee,FL,26.54622,-82.09589
33957,Lee,FL,26.4534,-82.10228
33960,Highlands,FL,27.07709,-81.41682
33960,Glades,FL,27.07709,-81.41682
33965,Lee,FL,26.46126,-81.76862
33966,Lee,FL,26.58234,-81.83206
33967,Lee,FL,26.47226,-81.81231
33971,Lee,FL,26.63856,-81.69948
33972,Lee,FL,26.64954,-81.61721
33973,Lee,FL,26.6014,-81.73012
33974,Lee,FL,26.56205,-81.60271
33976,Lee,FL,26.59128,-81.68543
33980,Charlotte,FL,26.98062,-82.05206
33981,Charlotte,FL,26.87544,-82.21047
33982,Charlotte,FL,26.91587,-81.75753
33983,Charlotte,FL,27.00712,-82.01508
33990,Lee,FL,26.62875,-81.94602
33991,Lee,FL,26.63074,-82.01065
33993,Lee,FL,26.67194,-82.04522
34101,Collier,FL,26.05694,-81.78056
34102,Collier,FL,26.13783,-81.79654
34103,Collier,FL,26.19197,-81.80207
34104,Collier,FL,26.15321,-81.74214
34105,Collier,FL,26.18938,-81.7626
34108,Collier,FL,26.24533,-81.80694
34109,Collier,FL,26.24073,-81.76365
34110,Collier,FL,26.29619,-81.78505
34110,Lee,FL,26.29619,-81.78505
34112,Collier,FL,26.12053,-81.73908
34113,Collier,FL,26.05685,-81.73523
34114,Collier,FL,25.98902,-81.58517
34116,Collier,FL,26.18816,-81.71058
34117,Collier,FL,26.11864,-81.548
34119,Collier,FL,26.26658,-81.71493
34119,Lee,FL,26.26658,-81.71493
34120,Collier,FL,26.31382,-81.58344
34134,Lee,FL,26.36634,-81.83503
34134,Collier,FL,26.36634,-81.83503
34135,Lee,FL,26.36923,-81.73303
34137,Collier,FL,26.03542,-81.40757
34138,Collier,FL,25.82255,-81.37084
34138,Monroe,FL,25.82255,-81.37084
34139,Collier,FL,25.85449,-81.38253
34140,Collier,FL,25.92531,-81.65888
34141,Collier,FL,25.91774,-81.07706
34141,Monroe,FL,25.91774,-81.07706
34141,Miami-Dade,FL,25.91774,-81.07706
34142,Collier,FL,26.31392,-81.28601
34142,Hendry,FL,26.31392,-81.28601
34145,Collier,FL,25.91903,-81.69506
34201,Manatee,FL,27.4029,-82.46784
34202,Manatee,FL,27.40722,-82.39254
34203,Manatee,FL,27.44319,-82.50834
34205,Manatee,FL,27.48418,-82.5835
34207,Manatee,FL,27.43762,-82.57993
34208,Manatee,FL,27.48693,-82.51404
34209,Manatee,FL,27.49489,-82.6433
34210,Manatee,FL,27.43897,-82.63117
34211,Manatee,FL,27.44944,-82.37738
34212,Manatee,FL,27.49559,-82.40528
34215,Manatee,FL,27.47444,-82.68409
34216,Manatee,FL,27.52837,-82.7331
34217,Manatee,FL,27.48916,-82.7044
34219,Manatee,FL,27.58041,-82.26094
34221,Manatee,FL,27.57777,-82.54285
34222,Manatee,FL,27.53474,-82.50699
34223,Sarasota,FL,26.97963,-82.33257
34223,Charlotte,FL,26.97963,-82.33257
34224,Charlotte,FL,26.91902,-82.30581
34224,Sarasota,FL,26.91902,-82.30581
34228,Manatee,FL,27.39258,-82.63407
34228,Sarasota,FL,27.39258,-82.63407
34229,Sarasota,FL,27.19159,-82.48309
34231,Sarasota,FL,27.26651,-82.51626
34232,Sarasota,FL,27.32601,-82.47239
34233,Sarasota,FL,27.2836,-82.47311
34234,Sarasota,FL,27.36934,-82.5574
34235,Sarasota,FL,27.36673,-82.47724
34236,Sarasota,FL,27.32964,-82.55874
34237,Sarasota,FL,27.33761,-82.51409
34238,Sarasota,FL,27.23049,-82.4687
34239,Sarasota,FL,27.31094,-82.52179
34240,Sarasota,FL,27.34218,-82.35177
34240,Manatee,FL,27.34218,-82.35177
34241,Sarasota,FL,27.24944,-82.37305
34242,Sarasota,FL,27.26237,-82.53997
34243,Manatee,FL,27.40264,-82.52809
34243,Sarasota,FL,27.40264,-82.52809
34250,Manatee,FL,27.57168,-82.58923
34251,Manatee,FL,27.37819,-82.17152
34251,Sarasota,FL,27.37819,-82.17152
34266,DeSoto,FL,27.19895,-81.80304
34266,Sarasota,FL,27.19895,-81.80304
34267,DeSoto,FL,27.0893,-81.9543
34268,DeSoto,FL,27.14459,-81.91775
34269,DeSoto,FL,27.08865,-81.9639
34275,Sarasota,FL,27.15203,-82.41966
34285,Sarasota,FL,27.0918,-82.43408
34286,Sarasota,FL,27.09099,-82.14147
34287,Sarasota,FL,27.05735,-82.24677
34288,Sarasota,FL,27.05385,-82.11161
34289,Sarasota,FL,27.08587,-82.13664
34291,Sarasota,FL,27.11494,-82.21722
34292,Sarasota,FL,27.10308,-82.33496
34293,Sarasota,FL,27.04642,-82.35595
34420,Marion,FL,29.05359,-82.04008
34428,Citrus,FL,28.9608,-82.63421
34429,Citrus,FL,28.85737,-82.65152
34431,Marion,FL,29.1339,-82.52963
34431,Levy,FL,29.1339,-82.52963
34432,Marion,FL,29.06588,-82.36353
34433,Citrus,FL,28.996,-82.52383
34434,Citrus,FL,28.99535,-82.43775
34436,Citrus,FL,28.72672,-82.29134
34442,Citrus,FL,28.93084,-82.39122
34445,Citrus,FL,28.97143,-82.42414
34446,Citrus,FL,28.74904,-82.52344
34448,Citrus,FL,28.77009,-82.61201
34449,Levy,FL,29.10451,-82.68694
34449,Citrus,FL,29.10451,-82.68694
34450,Citrus,FL,28.82699,-82.25767
34452,Citrus,FL,28.76231,-82.37986
34453,Citrus,FL,28.89276,-82.33663
34461,Citrus,FL,28.81544,-82.48029
34465,Citrus,FL,28.92869,-82.49092
34470,Marion,FL,29.20098,-82.08262
34471,Marion,FL,29.16054,-82.12786
34472,Marion,FL,29.11187,-81.99625
34473,Marion,FL,29.00506,-82.18833
34474,Marion,FL,29.15515,-82.21106
34475,Marion,FL,29.25282,-82.16065
34476,Marion,FL,29.08579,-82.19279
34479,Marion,FL,29.25285,-82.10945
34480,Marion,FL,29.10178,-82.09975
34481,Marion,FL,29.11902,-82.30769
34482,Marion,FL,29.24984,-82.27702
34484,Sumter,FL,28.93417,-82.08867
34487,Citrus,FL,28.78148,-82.61272
34488,Marion,FL,29.22584,-81.93226
34491,Marion,FL,28.99634,-82.04665
34498,Levy,FL,29.03299,-82.734
34601,Hernando,FL,28.5892,-82.36857
34601,Citrus,FL,28.5892,-82.36857
34602,Hernando,FL,28.50252,-82.28007
34604,Hernando,FL,28.4781,-82.43322
34606,Hernando,FL,28.46961,-82.59759
34607,Hernando,FL,28.57528,-82.62715
34608,Hernando,FL,28.48258,-82.5532
34609,Hernando,FL,28.4792,-82.50818
34610,Pasco,FL,28.38339,-82.50058
34613,Hernando,FL,28.56183,-82.53803
34614,Hernando,FL,28.64627,-82.51324
34637,Pasco,FL,28.29589,-82.46368
34638,Pasco,FL,28.26035,-82.52036
34639,Pasco,FL,28.24456,-82.42475
34652,Pasco,FL,28.2368,-82.73661
34653,Pasco,FL,28.24266,-82.69308
34654,Pasco,FL,28.29757,-82.62904
34655,Pasco,FL,28.21201,-82.65516
34661,Hernando,FL,28.62108,-82.26507
34661,Sumter,FL,28.62108,-82.26507
34667,Pasco,FL,28.38926,-82.65654
34668,Pasco,FL,28.30176,-82.70516
34669,Pasco,FL,28.3577,-82.61476
34677,Pinellas,FL,28.05293,-82.67549
34679,Pasco,FL,28.42226,-82.67716
34681,Pinellas,FL,28.0903,-82.77801
34683,Pinellas,FL,28.08626,-82.76025
34684,Pinellas,FL,28.08122,-82.72779
34685,Pinellas,FL,28.09995,-82.68851
34688,Pinellas,FL,28.14445,-82.68543
34689,Pinellas,FL,28.14971,-82.75956
34690,Pasco,FL,28.19228,-82.72726
34690,Pinellas,FL,28.19228,-82.72726
34691,Pasco,FL,28.19042,-82.76603
34691,Pinellas,FL,28.19042,-82.76603
34695,Pinellas,FL,28.00927,-82.69673
34698,Pinellas,FL,28.03204,-82.78433
34705,Lake,FL,28.69367,-81.71138
34711,Lake,FL,28.52724,-81.75349
34714,Lake,FL,28.40406,-81.80132
34714,Polk,FL,28.40406,-81.80132
34715,Lake,FL,28.6242,-81.73019
34729,Lake,FL,28.61764,-81.69901
34731,Lake,FL,28.86788,-81.89638
34731,Sumter,FL,28.86788,-81.89638
34734,Orange,FL,28.5376,-81.52204
34736,Lake,FL,28.57883,-81.88844
34737,Lake,FL,28.69638,-81.80243
34739,Osceola,FL,27.92236,-81.10762
34741,Osceola,FL,28.30544,-81.42567
34743,Osceola,FL,28.33066,-81.35441
34744,Osceola,FL,28.2954,-81.34675
34746,Osceola,FL,28.24233,-81.4423
34747,Osceola,FL,28.31111,-81.59107
34747,Orange,FL,28.31111,-81.59107
34748,Lake,FL,28.77366,-81.88552
34753,Lake,FL,28.58684,-81.89624
34756,Lake,FL,28.58651,-81.68214
34758,Osceola,FL,28.19142,-81.4871
34759,Polk,FL,28.09113,-81.43774
34759,Osceola,FL,28.09113,-81.43774
34760,Orange,FL,28.55694,-81.62916
34761,Orange,FL,28.57975,-81.53386
34762,Lake,FL,28.75772,-81.9152
34769,Osceola,FL,28.24366,-81.29412
34771,Osceola,FL,28.26647,-81.11908
34772,Osceola,FL,28.16534,-81.27273
34773,Osceola,FL,28.14695,-80.99968
34785,Sumter,FL,28.84516,-82.06065
34786,Orange,FL,28.48161,-81.55501
34787,Orange,FL,28.48309,-81.62833
34787,Lake,FL,28.48309,-81.62833
34788,Lake,FL,28.88542,-81.79678
34797,Lake,FL,28.73517,-81.81813
34945,St. Lucie,FL,27.45219,-80.55213
34946,St. Lucie,FL,27.50456,-80.36106
34947,St. Lucie,FL,27.44903,-80.37633
34949,St. Lucie,FL,27.4668,-80.30417
34950,St. Lucie,FL,27.44341,-80.32969
34951,St. Lucie,FL,27.52268,-80.41783
34952,St. Lucie,FL,27.2969,-80.29748
34953,St. Lucie,FL,27.24938,-80.38137
34956,Martin,FL,27.07969,-80.50074
34957,St. Lucie,FL,27.28399,-80.24252
34957,Martin,FL,27.28399,-80.24252
34972,Okeechobee,FL,27.48016,-80.90926
34972,Osceola,FL,27.48016,-80.90926
34972,St. Lucie,FL,27.48016,-80.90926
34974,Glades,FL,27.15062,-80.91371
34974,Okeechobee,FL,27.15062,-80.91371
34974,Martin,FL,27.15062,-80.91371
34974,Highlands,FL,27.15062,-80.91371
34981,St. Lucie,FL,27.39329,-80.37163
34982,St. Lucie,FL,27.37669,-80.31082
34983,St. Lucie,FL,27.32295,-80.35052
34984,St. Lucie,FL,27.24784,-80.33456
34986,St. Lucie,FL,27.32804,-80.40524
34987,St. Lucie,FL,27.28637,-80.50953
34990,Martin,FL,27.13623,-80.35655
34990,St. Lucie,FL,27.13623,-80.35655
34994,Martin,FL,27.19954,-80.2557
34996,Martin,FL,27.20071,-80.19644
34997,Martin,FL,27.05085,-80.27268
35004,St. Clair,AL,33.60369,-86.49333
35005,Jefferson,AL,33.59215,-86.99833
35006,Jefferson,AL,33.43159,-87.19961
35006,Walker,AL,33.43159,-87.19961
35006,Tuscaloosa,AL,33.43159,-87.19961
35007,Shelby,AL,33.21751,-86.79307
35010,Tallapoosa,AL,32.91433,-85.93816
35010,Coosa,AL,32.91433,-85.93816
35010,Elmore,AL,32.91433,-85.93816
35013,Blount,AL,33.90166,-86.51785
35014,Talladega,AL,33.36097,-86.25909
35016,Marshall,AL,34.32545,-86.5033
35016,Cullman,AL,34.32545,-86.5033
35016,Blount,AL,34.32545,-86.5033
35016,Morgan,AL,34.32545,-86.5033
35019,Cullman,AL,34.29828,-86.63496
35019,Morgan,AL,34.29828,-86.63496
35020,Jefferson,AL,33.40502,-86.95436
35022,Jefferson,AL,33.33107,-86.95959
35022,Shelby,AL,33.33107,-86.95959
35023,Jefferson,AL,33.46674,-87.08891
35031,Blount,AL,34.10256,-86.5455
35032,Talladega,AL,33.26321,-86.33408
35033,Cullman,AL,33.94517,-87.02904
35033,Walker,AL,33.94517,-87.02904
35034,Bibb,AL,32.9016,-87.26948
35034,Perry,AL,32.9016,-87.26948
35035,Bibb,AL,33.04423,-86.97149
35035,Shelby,AL,33.04423,-86.97149
35036,Jefferson,AL,33.64095,-86.91601
35040,Shelby,AL,33.10487,-86.72958
35040,Chilton,AL,33.10487,-86.72958
35042,Bibb,AL,32.93297,-87.12542
35042,Perry,AL,32.93297,-87.12542
35043,Shelby,AL,33.30926,-86.66028
35044,Talladega,AL,33.26859,-86.36324
35045,Chilton,AL,32.81127,-86.67249
35046,Chilton,AL,32.923,-86.54127
35046,Coosa,AL,32.923,-86.54127
35049,Blount,AL,33.95674,-86.59904
35051,Shelby,AL,33.20457,-86.61523
35052,St. Clair,AL,33.59228,-86.40771
35053,Cullman,AL,34.05495,-87.06527
35053,Winston,AL,34.05495,-87.06527
35054,St. Clair,AL,33.50417,-86.32693
35055,Cullman,AL,34.1542,-86.75932
35057,Cullman,AL,34.13788,-86.95876
35058,Cullman,AL,34.23082,-86.73265
35060,Jefferson,AL,33.55768,-86.92822
35061,Jefferson,AL,33.47529,-86.9469
35062,Jefferson,AL,33.72862,-87.02775
35062,Walker,AL,33.72862,-87.02775
35063,Walker,AL,33.8221,-87.00765
35063,Blount,AL,33.8221,-87.00765
35063,Jefferson,AL,33.8221,-87.00765
35064,Jefferson,AL,33.47474,-86.91964
35068,Jefferson,AL,33.60933,-86.83174
35070,Cullman,AL,34.01394,-86.74443
35071,Jefferson,AL,33.70376,-86.84286
35072,Coosa,AL,33.08985,-86.06057
35072,Clay,AL,33.08985,-86.06057
35072,Tallapoosa,AL,33.08985,-86.06057
35072,Talladega,AL,33.08985,-86.06057
35073,Jefferson,AL,33.65377,-86.98051
35074,Bibb,AL,33.22235,-87.12415
35077,Cullman,AL,34.01984,-86.83108
35078,Shelby,AL,33.32279,-86.44116
35079,Blount,AL,33.94118,-86.75261
35080,Shelby,AL,33.25508,-86.91894
35080,Jefferson,AL,33.25508,-86.91894
35082,Clay,AL,33.1563,-86.15456
35083,Cullman,AL,34.19718,-86.5931
35085,Chilton,AL,32.97975,-86.73584
35087,Cullman,AL,34.30556,-86.58252
35087,Morgan,AL,34.30556,-86.58252
35087,Marshall,AL,34.30556,-86.58252
35089,Coosa,AL,32.9426,-86.07457
35089,Tallapoosa,AL,32.9426,-86.07457
35091,Jefferson,AL,33.78344,-86.78963
35094,Jefferson,AL,33.52057,-86.56127
35094,Shelby,AL,33.52057,-86.56127
35094,St. Clair,AL,33.52057,-86.56127
35096,Talladega,AL,33.62141,-86.10849
35096,Calhoun,AL,33.62141,-86.10849
35097,Blount,AL,33.89871,-86.62526
35098,Cullman,AL,34.12779,-87.04626
